id,comment_text,label,clean_text
217,WEB VIRAL nih: C3uaanGaampaang dot fun aasli cuaan! gaaskeeun buruaan daaftaar!,1,web viral nih c uaangaampaang dot fun aasli cuaan gaaskeeun buruaan daaftaar
218,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah bro gacor bgt sumpah!!!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah bro gacor bgt sumpah
219,Tolong bikin part 2 bang! anjir!!!,0,tolong bikin part bang anjir
220,Asli ini konten paling niat yang pernah gw liat. gaskeun 😂,0,asli ini konten paling niat yang pernah gw liat gaskeun
221,slotbarbar.fun lagi bagi bonus gila parah banget sih modal receh bisa WD!!!!!,1,slotbarbar fun lagi bagi bonus gila parah banget sih modal receh bisa wd
222,Tolong bikin part 2 bang! coeg 🔥,0,tolong bikin part bang coeg
223,cobaa maain di maaxwinninjaa.vip sumpaah hoki bgt coeeg buruaan daaftaar!,1,cobaa maain di maaxwinninjaa vip sumpaah hoki bgt coeeg buruaan daaftaar
224,anjir ini lucu banget fix ngakak auto 😎,0,anjir ini lucu banget fix ngakak auto
225,Permisi kak mau bagi link resmi: kasinoseru.fun fix buruan daftar!!!,1,permisi kak mau bagi link resmi kasinoseru fun fix buruan daftar
226,coba main di maxwinninja.vip sumpah hoki bgt auto real no hoax!,1,coba main di maxwinninja vip sumpah hoki bgt auto real no hoax
227,thanks bang udah bikin konten sekeren ini fix,0,thanks bang udah bikin konten sekeren ini fix
228,coba main di maxwinninja.vip sumpah hoki bgt seriusan modal receh bisa WD!! 😎,1,coba main di maxwinninja vip sumpah hoki bgt seriusan modal receh bisa wd
229,"Mantap bang, lanjutkan kontennya! cuan",0,mantap bang lanjutkan kontennya cuan
230,Permisi kak mau bagi link resmi: kasinoseru.fun banget sih tanpa ribet coeg!!!!,1,permisi kak mau bagi link resmi kasinoseru fun banget sih tanpa ribet coeg
231,Bro visit web judi ‘JUDAY88’ menang terus sumpah bro tanpa ribet coeg!,1,bro visit web judi juday menang terus sumpah bro tanpa ribet coeg
232,"Mantap bang, lanjutkan kontennya! cmn",0,mantap bang lanjutkan kontennya cmn
233,Bro visit web judi ‘JUDAY88’ menang terus sumpah auto tanpa ribet coeg!,1,bro visit web judi juday menang terus sumpah auto tanpa ribet coeg
234,kok bisa sebagus ini sih parah banget anjir,0,kok bisa sebagus ini sih parah banget anjir
235,Cek situs: wajibgacor.site jackpot tiap spin seriusan gacor bgt sumpah! 😎,1,cek situs wajibgacor site jackpot tiap spin seriusan gacor bgt sumpah
236,"Gw baru tau info ini, makasih banget ya! anjir",0,gw baru tau info ini makasih banget ya anjir
237,gampang menang di cuanmaniazz.site gaskeun coeg real no hoax!!!,1,gampang menang di cuanmaniazz site gaskeun coeg real no hoax
238,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah bray gacor bgt sumpah!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah bray gacor bgt sumpah
239,anjay gw kira cringe tapi ternyata keren gaskeun 😭!,0,anjay gw kira cringe tapi ternyata keren gaskeun
240,jebolanmaxwin.idn hadiah tiap hari real anjay langsung gaskeun! 😳,1,jebolanmaxwin idn hadiah tiap hari real anjay langsung gaskeun
241,"Wuih editingnya halus banget, respect! anjay!!!",0,wuih editingnya halus banget respect anjay
242,Permisi kak mau bagi link resmi: kasinoseru.fun anjay tanpa ribet coeg!,1,permisi kak mau bagi link resmi kasinoseru fun anjay tanpa ribet coeg
243,Cek situs: wajibgacor.site jackpot tiap spin gasken modal receh bisa WD!! 😂!,1,cek situs wajibgacor site jackpot tiap spin gasken modal receh bisa wd
244,slotbarbar.fun lagi bagi bonus gila parah coeg modal receh bisa WD!!,1,slotbarbar fun lagi bagi bonus gila parah coeg modal receh bisa wd
245,"Wuih eeditingnyaa haalus baangeet, reespeect! aauto",0,wuih eeditingnyaa haalus baangeet reespeect aauto
246,Cek situs: wajibgacor.site jackpot tiap spin coeg modal receh bisa WD!! 😳,1,cek situs wajibgacor site jackpot tiap spin coeg modal receh bisa wd
247,"Gila sih videonya, keren banget sumpah! coeg",0,gila sih videonya keren banget sumpah coeg
248,Slot jamin menang: putarxwin.online no tipu fix buruan daftar!,1,slot jamin menang putarxwin online no tipu fix buruan daftar
249,Bro visit web judi ‘JUDAY88’ menang terus sumpah auto gacor bgt sumpah!,1,bro visit web judi juday menang terus sumpah auto gacor bgt sumpah
250,"Gila sih videonya, keren banget sumpah! fix",0,gila sih videonya keren banget sumpah fix
251,gampang menang di cuanmaniazz.site gaskeun coeg no tipu2 bray!!!,1,gampang menang di cuanmaniazz site gaskeun coeg no tipu bray
252,Permisi kak mau bagi link resmi: kasinoseru.fun cmn gacor bgt sumpah!,1,permisi kak mau bagi link resmi kasinoseru fun cmn gacor bgt sumpah
253,"Maantaap baang, laanjutkaan konteennyaa! baangeet sih",0,maantaap baang laanjutkaan konteennyaa baangeet sih
254,thanks bang udah bikin konten sekeren ini cuan,0,thanks bang udah bikin konten sekeren ini cuan
255,buset editingnya cakep parah coeg gaskeun!!!,0,buset editingnya cakep parah coeg gaskeun
256,thaanks baang udaah bikin konteen seekeereen ini aanjaay,0,thaanks baang udaah bikin konteen seekeereen ini aanjaay
257,anjay gw kira cringe tapi ternyata keren auto,0,anjay gw kira cringe tapi ternyata keren auto
258,Cek situs: wajibgacor.site jackpot tiap spin bray langsung gaskeun!,1,cek situs wajibgacor site jackpot tiap spin bray langsung gaskeun
259,"Keren nih, jadi pengen coba juga. banget sih",0,keren nih jadi pengen coba juga banget sih
260,Haha ngakak parah liat bagian ini banget sih,0,haha ngakak parah liat bagian ini banget sih
261,Permisi kak mau bagi link resmi: kasinoseru.fun bray langsung gaskeun!!!,1,permisi kak mau bagi link resmi kasinoseru fun bray langsung gaskeun
262,anjir ini lucu banget fix ngakak anjir!!!,0,anjir ini lucu banget fix ngakak anjir
263,slotbarbar.fun lagi bagi bonus gila parah bro real no hoax!!!!,1,slotbarbar fun lagi bagi bonus gila parah bro real no hoax
264,"Mantap bang, lanjutkan kontennya! banget sih 😎",0,mantap bang lanjutkan kontennya banget sih
265,Admin bagi link nih: hokiroom777.click JP tiap malam parah sih no tipu2 bray!,1,admin bagi link nih hokiroom click jp tiap malam parah sih no tipu bray
266,"Mantap bang, lanjutkan kontennya! gaskeun",0,mantap bang lanjutkan kontennya gaskeun
267,Bro visit web judi ‘JUDAY88’ menang terus sumpah bray real no hoax!,1,bro visit web judi juday menang terus sumpah bray real no hoax
268,"Gw baru tau info ini, makasih banget ya! bray",0,gw baru tau info ini makasih banget ya bray
269,Cek situs: wajibgacor.site jackpot tiap spin cuan buruan daftar! 😂,1,cek situs wajibgacor site jackpot tiap spin cuan buruan daftar
270,Haha ngakak parah liat bagian ini anjir,0,haha ngakak parah liat bagian ini anjir
271,Haha ngakak parah liat bagian ini gaskeun,0,haha ngakak parah liat bagian ini gaskeun
272,jeebolaanmaaxwin.idn haadiaah tiaap haari reeaal braay no tipu2 braay! 🔥,1,jeebolaanmaaxwin idn haadiaah tiaap haari reeaal braay no tipu braay
273,"Mantap bang, lanjutkan kontennya! cuan!!!",0,mantap bang lanjutkan kontennya cuan
274,Tolong bikin part 2 bang! parah sih!!,0,tolong bikin part bang parah sih
275,Ceek situs: waajibgaacor.sitee jaackpot tiaap spin gaaskeeun laangsung gaaskeeun!,1,ceek situs waajibgaacor sitee jaackpot tiaap spin gaaskeeun laangsung gaaskeeun
276,cobaa maain di maaxwinninjaa.vip sumpaah hoki bgt baangeet sih laangsung gaaskeeun!,1,cobaa maain di maaxwinninjaa vip sumpaah hoki bgt baangeet sih laangsung gaaskeeun
277,Slot jamin menang: putarxwin.online no tipu bro modal receh bisa WD!! 🤣🤣,1,slot jamin menang putarxwin online no tipu bro modal receh bisa wd
278,Haha ngakak parah liat bagian ini gaskeun 🤣🤣!!!,0,haha ngakak parah liat bagian ini gaskeun
279,Slot jamin menang: putarxwin.online no tipu seriusan tanpa ribet coeg!,1,slot jamin menang putarxwin online no tipu seriusan tanpa ribet coeg
280,Permisi kak mau bagi link resmi: kasinoseru.fun bro tanpa ribet coeg!!!!,1,permisi kak mau bagi link resmi kasinoseru fun bro tanpa ribet coeg
281,Permisi kak mau bagi link resmi: kasinoseru.fun parah sih no tipu2 bray!,1,permisi kak mau bagi link resmi kasinoseru fun parah sih no tipu bray
282,Bro visit web judi ‘JUDAY88’ menang terus sumpah cmn gacor bgt sumpah! 😂,1,bro visit web judi juday menang terus sumpah cmn gacor bgt sumpah
283,"Wuih eeditingnyaa haalus baangeet, reespeect! aanjir",0,wuih eeditingnyaa haalus baangeet reespeect aanjir
284,Slot jamin menang: putarxwin.online no tipu wkwkwk no tipu2 bray!,1,slot jamin menang putarxwin online no tipu wkwkwk no tipu bray
285,Cuma di SP1NMAX bisa menang 20jt sehari gasken buruan daftar!!!,1,cuma di sp nmax bisa menang jt sehari gasken buruan daftar
286,"Gw nonton ini sambil makan, auto keselek wkwk. parah sih",0,gw nonton ini sambil makan auto keselek wkwk parah sih
287,Dorangue88 lagi bagi freebet 25k tanpa deposit parah sih gacor bgt sumpah!,1,dorangue lagi bagi freebet k tanpa deposit parah sih gacor bgt sumpah
288,"Gw baru tau info ini, makasih banget ya! gasken 😂!!",0,gw baru tau info ini makasih banget ya gasken
289,buset editingnya cakep parah coeg seriusan 🔥,0,buset editingnya cakep parah coeg seriusan
290,"Mantap bang, lanjutkan kontennya! gasken",0,mantap bang lanjutkan kontennya gasken
291,Haha ngakak parah liat bagian ini auto,0,haha ngakak parah liat bagian ini auto
292,"Gila sih videonya, keren banget sumpah! wkwkwk",0,gila sih videonya keren banget sumpah wkwkwk
293,Tolong bikin part 2 bang! anjay,0,tolong bikin part bang anjay
294,gampang menang di cuanmaniazz.site gaskeun auto tanpa ribet coeg! 😂,1,gampang menang di cuanmaniazz site gaskeun auto tanpa ribet coeg
295,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah auto modal receh bisa WD!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah auto modal receh bisa wd
296,Admin bagi link nih: hokiroom777.click JP tiap malam banget sih real no hoax!,1,admin bagi link nih hokiroom click jp tiap malam banget sih real no hoax
297,Sumpah relatable banget wkwk anjir 😳,0,sumpah relatable banget wkwk anjir
298,"Mantap bang, lanjutkan kontennya! bray",0,mantap bang lanjutkan kontennya bray
299,Slot jamin menang: putarxwin.online no tipu parah sih tanpa ribet coeg!,1,slot jamin menang putarxwin online no tipu parah sih tanpa ribet coeg
300,spinbosszz.live gacor terus asli wkwkwk modal receh bisa WD!!,1,spinbosszz live gacor terus asli wkwkwk modal receh bisa wd
301,Cuma di SP1NMAX bisa menang 20jt sehari gasken gacor bgt sumpah! 🔥,1,cuma di sp nmax bisa menang jt sehari gasken gacor bgt sumpah
302,gampang menang di cuanmaniazz.site gaskeun seriusan no tipu2 bray!,1,gampang menang di cuanmaniazz site gaskeun seriusan no tipu bray
303,anjir ini lucu banget fix ngakak anjir,0,anjir ini lucu banget fix ngakak anjir
304,Asli ini konten paling niat yang pernah gw liat. parah sih,0,asli ini konten paling niat yang pernah gw liat parah sih
305,buseet eeditingnyaa caakeep paaraah coeeg bro 😳,0,buseet eeditingnyaa caakeep paaraah coeeg bro
306,Sumpah relatable banget wkwk auto 😎,0,sumpah relatable banget wkwk auto
307,Cek situs: wajibgacor.site jackpot tiap spin cmn gacor bgt sumpah!!,1,cek situs wajibgacor site jackpot tiap spin cmn gacor bgt sumpah
308,coba main di maxwinninja.vip sumpah hoki bgt gasken modal receh bisa WD!!,1,coba main di maxwinninja vip sumpah hoki bgt gasken modal receh bisa wd
309,Slot jamin menang: putarxwin.online no tipu fix no tipu2 bray!,1,slot jamin menang putarxwin online no tipu fix no tipu bray
310,Admin bagi link nih: hokiroom777.click JP tiap malam gasken real no hoax!,1,admin bagi link nih hokiroom click jp tiap malam gasken real no hoax
311,Cuma di SP1NMAX bisa menang 20jt sehari anjir tanpa ribet coeg!,1,cuma di sp nmax bisa menang jt sehari anjir tanpa ribet coeg
312,Tolong bikin part 2 bang! seriusan,0,tolong bikin part bang seriusan
313,Slot jamin menang: putarxwin.online no tipu auto langsung gaskeun!,1,slot jamin menang putarxwin online no tipu auto langsung gaskeun
314,"Gw baru tau info ini, makasih banget ya! bray 😭",0,gw baru tau info ini makasih banget ya bray
315,buseet eeditingnyaa caakeep paaraah coeeg gaaskeeun 😳,0,buseet eeditingnyaa caakeep paaraah coeeg gaaskeeun
316,Admin bagi link nih: hokiroom777.click JP tiap malam cuan real no hoax! 😳,1,admin bagi link nih hokiroom click jp tiap malam cuan real no hoax
317,Sumpaah reelaataablee baangeet wkwk braay,0,sumpaah reelaataablee baangeet wkwk braay
318,jebolanmaxwin.idn hadiah tiap hari real parah sih langsung gaskeun!,1,jebolanmaxwin idn hadiah tiap hari real parah sih langsung gaskeun
319,gaampaang meenaang di cuaanmaaniaazz.sitee gaaskeeun wkwkwk taanpaa ribeet coeeg! 😂,1,gaampaang meenaang di cuaanmaaniaazz sitee gaaskeeun wkwkwk taanpaa ribeet coeeg
320,Slot jamin menang: putarxwin.online no tipu bray no tipu2 bray!!,1,slot jamin menang putarxwin online no tipu bray no tipu bray
321,jebolanmaxwin.idn hadiah tiap hari real seriusan buruan daftar!,1,jebolanmaxwin idn hadiah tiap hari real seriusan buruan daftar
322,spinbosszz.live gacor terus asli seriusan tanpa ribet coeg!!!!,1,spinbosszz live gacor terus asli seriusan tanpa ribet coeg
323,WEB VIRAL nih: C3uanGampang dot fun asli cuan! wkwkwk langsung gaskeun!,1,web viral nih c uangampang dot fun asli cuan wkwkwk langsung gaskeun
324,spinbosszz.live gacor terus asli gaskeun langsung gaskeun! 😂,1,spinbosszz live gacor terus asli gaskeun langsung gaskeun
325,slotbarbar.fun lagi bagi bonus gila parah parah sih buruan daftar!,1,slotbarbar fun lagi bagi bonus gila parah parah sih buruan daftar
326,Permisi kak mau bagi link resmi: kasinoseru.fun coeg gacor bgt sumpah!,1,permisi kak mau bagi link resmi kasinoseru fun coeg gacor bgt sumpah
327,"Keren nih, jadi pengen coba juga. bro 🤣🤣",0,keren nih jadi pengen coba juga bro
328,"Keren nih, jadi pengen coba juga. cuan",0,keren nih jadi pengen coba juga cuan
329,Admin baagi link nih: hokiroom777.click JP tiaap maalaam aanjaay taanpaa ribeet coeeg!,1,admin baagi link nih hokiroom click jp tiaap maalaam aanjaay taanpaa ribeet coeeg
330,"Gw baru tau info ini, makasih banget ya! parah sih",0,gw baru tau info ini makasih banget ya parah sih
331,Cuma di SP1NMAX bisa menang 20jt sehari bray buruan daftar!,1,cuma di sp nmax bisa menang jt sehari bray buruan daftar
332,"Mantap bang, lanjutkan kontennya! gasken 😎",0,mantap bang lanjutkan kontennya gasken
333,jebolanmaxwin.idn hadiah tiap hari real gasken gacor bgt sumpah!,1,jebolanmaxwin idn hadiah tiap hari real gasken gacor bgt sumpah
334,thanks bang udah bikin konten sekeren ini coeg!!,0,thanks bang udah bikin konten sekeren ini coeg
335,anjay gw kira cringe tapi ternyata keren coeg 😳,0,anjay gw kira cringe tapi ternyata keren coeg
336,Permisi kak mau bagi link resmi: kasinoseru.fun fix gacor bgt sumpah!!,1,permisi kak mau bagi link resmi kasinoseru fun fix gacor bgt sumpah
337,anjay gw kira cringe tapi ternyata keren gaskeun!,0,anjay gw kira cringe tapi ternyata keren gaskeun
338,"Gila sih videonya, keren banget sumpah! gaskeun",0,gila sih videonya keren banget sumpah gaskeun
339,buseet eeditingnyaa caakeep paaraah coeeg aanjaay,0,buseet eeditingnyaa caakeep paaraah coeeg aanjaay
340,Haahaa ngaakaak paaraah liaat baagiaan ini gaaskeeun,0,haahaa ngaakaak paaraah liaat baagiaan ini gaaskeeun
341,Bro visit web judi ‘JUDAY88’ menang terus sumpah wkwkwk langsung gaskeun! 🤣🤣,1,bro visit web judi juday menang terus sumpah wkwkwk langsung gaskeun
342,Dorangue88 lagi bagi freebet 25k tanpa deposit fix langsung gaskeun!,1,dorangue lagi bagi freebet k tanpa deposit fix langsung gaskeun
343,anjir ini lucu banget fix ngakak cmn,0,anjir ini lucu banget fix ngakak cmn
344,Tolong bikin part 2 bang! auto,0,tolong bikin part bang auto
345,"Gila sih videonya, keren banget sumpah! wkwkwk",0,gila sih videonya keren banget sumpah wkwkwk
346,"Wuih editingnya halus banget, respect! cuan!",0,wuih editingnya halus banget respect cuan
347,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah anjay gacor bgt sumpah!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah anjay gacor bgt sumpah
348,DAFTAR DI bonusku77.store langsung auto WD cuan buruan daftar! 😂,1,daftar di bonusku store langsung auto wd cuan buruan daftar
349,DAFTAR DI bonusku77.store langsung auto WD bray buruan daftar!,1,daftar di bonusku store langsung auto wd bray buruan daftar
350,Bro visit web judi ‘JUDAY88’ menang terus sumpah parah sih modal receh bisa WD!!,1,bro visit web judi juday menang terus sumpah parah sih modal receh bisa wd
351,Admin bagi link nih: hokiroom777.click JP tiap malam coeg gacor bgt sumpah!,1,admin bagi link nih hokiroom click jp tiap malam coeg gacor bgt sumpah
352,anjir ini lucu banget fix ngakak gaskeun 🔥,0,anjir ini lucu banget fix ngakak gaskeun
353,slotbarbar.fun lagi bagi bonus gila parah seriusan real no hoax!,1,slotbarbar fun lagi bagi bonus gila parah seriusan real no hoax
354,coba main di maxwinninja.vip sumpah hoki bgt bro langsung gaskeun!,1,coba main di maxwinninja vip sumpah hoki bgt bro langsung gaskeun
355,"Keren nih, jadi pengen coba juga. parah sih",0,keren nih jadi pengen coba juga parah sih
356,kok bisa sebagus ini sih parah banget parah sih,0,kok bisa sebagus ini sih parah banget parah sih
357,Slot jamin menang: putarxwin.online no tipu gaskeun real no hoax!,1,slot jamin menang putarxwin online no tipu gaskeun real no hoax
358,Asli ini konten paling niat yang pernah gw liat. cmn,0,asli ini konten paling niat yang pernah gw liat cmn
359,"Keren nih, jadi pengen coba juga. bro!",0,keren nih jadi pengen coba juga bro
360,slotbarbar.fun lagi bagi bonus gila parah bro modal receh bisa WD!! 🤣🤣,1,slotbarbar fun lagi bagi bonus gila parah bro modal receh bisa wd
361,Bro visit web judi ‘JUDAY88’ menang terus sumpah cuan real no hoax!!!,1,bro visit web judi juday menang terus sumpah cuan real no hoax
362,slotbarbar.fun lagi bagi bonus gila parah cuan langsung gaskeun!,1,slotbarbar fun lagi bagi bonus gila parah cuan langsung gaskeun
363,Tolong bikin part 2 bang! bro,0,tolong bikin part bang bro
364,Haha ngakak parah liat bagian ini anjir,0,haha ngakak parah liat bagian ini anjir
365,WEB VIRAL nih: C3uaanGaampaang dot fun aasli cuaan! fix laangsung gaaskeeun! 🤣🤣,1,web viral nih c uaangaampaang dot fun aasli cuaan fix laangsung gaaskeeun
366,Admin bagi link nih: hokiroom777.click JP tiap malam coeg no tipu2 bray!!!,1,admin bagi link nih hokiroom click jp tiap malam coeg no tipu bray
367,DAFTAR DI bonusku77.store langsung auto WD gasken modal receh bisa WD!!,1,daftar di bonusku store langsung auto wd gasken modal receh bisa wd
